"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"228",NA,NA,"Ames 20191",NA,"CO159","Ames20191:D0D0BACXX:1:B6",NA,NA,NA,NA,NA,NA
"229",NA,NA,"Ames 20191",NA,"CO159","Ames20191:D0D7RACXX:1:B6",NA,NA,NA,NA,NA,NA
"230",NA,NA,"Ames 20191",NA,"CO159","Ames20191:D0D7RACXX:2:B6",NA,NA,NA,NA,NA,NA
"231",NA,NA,"Ames 21095",NA,"R12","Ames21095:81FE7ABXX:5:D4",NA,NA,NA,NA,NA,NA
"232",NA,NA,"Ames 21096",NA,"R35","Ames21096:81FE8ABXX:6:B9",NA,NA,NA,NA,NA,NA
"233",NA,NA,"Ames 21512",NA,"CI31A","Ames21512:81FENABXX:5:F7",NA,NA,NA,NA,NA,NA
"234",NA,NA,"Ames 22011",NA,"C5 Ark 1956","Ames22011:81FENABXX:5:D3",NA,NA,NA,NA,NA,NA
"235",NA,NA,"Ames 22012",NA,"C7","Ames22012:81FE7ABXX:1:H12",NA,NA,NA,NA,NA,NA
"236",NA,NA,"Ames 22013",NA,"C7e","Ames22013:81FENABXX:5:C12",NA,NA,NA,NA,NA,NA
"237",NA,NA,"Ames 22014",NA,"C8 pseudo","Ames22014:81FE7ABXX:1:F9",NA,NA,NA,NA,NA,NA
"238",NA,NA,"Ames 22015",NA,"C12-1","Ames22015:81FE7ABXX:4:B8",NA,NA,NA,NA,NA,NA
"239",NA,NA,"Ames 22015",NA,"C12-1","Ames22015:D0D0BACXX:3:F1",NA,NA,NA,NA,NA,NA
"240",NA,NA,"Ames 22016",NA,"C15","Ames22016:81FE8ABXX:1:G1",NA,NA,NA,NA,NA,NA
"241",NA,NA,"Ames 22017",NA,"C18","Ames22017:81FE8ABXX:1:C10",NA,NA,NA,NA,NA,NA
"242",NA,NA,"Ames 22018",NA,"C22","Ames22018:81N4HABXX:6:F8",NA,NA,NA,NA,NA,NA
"243",NA,NA,"Ames 22019",NA,"C27","Ames22019:81N4HABXX:5:H11",NA,NA,NA,NA,NA,NA
"244",NA,NA,"Ames 22020",NA,"C31","Ames22020:81N4HABXX:6:G3",NA,NA,NA,NA,NA,NA
"245",NA,NA,"Ames 22021",NA,"C38","Ames22021:81N4HABXX:5:G10",NA,NA,NA,NA,NA,NA
"246",NA,NA,"Ames 22022",NA,"C40","Ames22022:81FE8ABXX:1:H8",NA,NA,NA,NA,NA,NA
"247",NA,NA,"Ames 22023",NA,"C68","Ames22023:81FE8ABXX:1:G4",NA,NA,NA,NA,NA,NA
"248",NA,NA,"Ames 22024",NA,"C90","Ames22024:81N4HABXX:5:F10",NA,NA,NA,NA,NA,NA
"249",NA,NA,"Ames 22025",NA,"Ia CG4189","Ames22025:81FENABXX:1:C8",NA,NA,NA,NA,NA,NA
"250",NA,NA,"Ames 22026",NA,"Ia Ev191","Ames22026:81FE7ABXX:2:G5",NA,NA,NA,NA,NA,NA
"251",NA,NA,"Ames 22027",NA,"Ia Ev3004","Ames22027:81FE7ABXX:1:B7",NA,NA,NA,NA,NA,NA
"252",NA,NA,"Ames 22028",NA,"Ia 2003","Ames22028:81FE7ABXX:4:C9",NA,NA,NA,NA,NA,NA
"253",NA,NA,"Ames 22029",NA,"Ia 2076","Ames22029:81FE7ABXX:5:B8",NA,NA,NA,NA,NA,NA
"254",NA,NA,"Ames 22030",NA,"Ia453","Ames22030:81N4HABXX:6:H11",NA,NA,NA,NA,NA,NA
"255",NA,NA,"Ames 22031",NA,"Ia 5145","Ames22031:81N4HABXX:7:D10",NA,NA,NA,NA,NA,NA
"256",NA,NA,"Ames 22032",NA,"IP 39","Ames22032:81FE7ABXX:3:G8",NA,NA,NA,NA,NA,NA
"257",NA,NA,"Ames 22033",NA,"Ill 101Q","Ames22033:81FE7ABXX:7:G11",NA,NA,NA,NA,NA,NA
"258",NA,NA,"Ames 22034",NA,"M 23","Ames22034:81FENABXX:3:H4",NA,NA,NA,NA,NA,NA
"259",NA,NA,"Ames 22035",NA,"M 45","Ames22035:81FE8ABXX:4:C12",NA,NA,NA,NA,NA,NA
"260",NA,NA,"Ames 22036",NA,"Ma32","Ames22036:81FENABXX:7:B7",NA,NA,NA,NA,NA,NA
"261",NA,NA,"Ames 22037",NA,"Me 1","Ames22037:81FE8ABXX:5:F5",NA,NA,NA,NA,NA,NA
"262",NA,NA,"Ames 22038",NA,"Me 100","Ames22038:81FE8ABXX:5:F10",NA,NA,NA,NA,NA,NA
"263",NA,NA,"Ames 22039",NA,"Me 121 Wa","Ames22039:81FE8ABXX:6:A8",NA,NA,NA,NA,NA,NA
"264",NA,NA,"Ames 22040",NA,"Me 123","Ames22040:81N4HABXX:6:D11",NA,NA,NA,NA,NA,NA
"265",NA,NA,"Ames 22041",NA,"Me 135","Ames22041:81FENABXX:2:E8",NA,NA,NA,NA,NA,NA
"266",NA,NA,"Ames 22042",NA,"Me 244 Wa","Ames22042:81FENABXX:3:E11",NA,NA,NA,NA,NA,NA
"267",NA,NA,"Ames 22043",NA,"Me 244 Wb","Ames22043:81FE8ABXX:6:F12",NA,NA,NA,NA,NA,NA
"268",NA,NA,"Ames 22044",NA,"NJ 112","Ames22044:81FE7ABXX:4:E8",NA,NA,NA,NA,NA,NA
"269",NA,NA,"Ames 22045",NA,"NJ 116 Wa","Ames22045:81FE7ABXX:6:B2",NA,NA,NA,NA,NA,NA
"270",NA,NA,"Ames 22046",NA,"NJ 116 Wb","Ames22046:81FE7ABXX:4:B10",NA,NA,NA,NA,NA,NA
"271",NA,NA,"Ames 22047",NA,"NJ 159","Ames22047:81N4HABXX:7:H4",NA,NA,NA,NA,NA,NA
"272",NA,NA,"Ames 22048",NA,"P39M96","Ames22048:81FENABXX:3:A3",NA,NA,NA,NA,NA,NA
"273",NA,NA,"Ames 22049",NA,"P51","Ames22049:81FE7ABXX:4:F12",NA,NA,NA,NA,NA,NA
"274",NA,NA,"Ames 22050",NA,"P51wx","Ames22050:81FE7ABXX:6:H2",NA,NA,NA,NA,NA,NA
"275",NA,NA,"Ames 22051",NA,"W 1736","Ames22051:81N4HABXX:2:G7",NA,NA,NA,NA,NA,NA
"276",NA,NA,"Ames 22052",NA,"W 3607","Ames22052:81FE8ABXX:4:E12",NA,NA,NA,NA,NA,NA
"277",NA,NA,"Ames 22053",NA,"W 3647","Ames22053:81FENABXX:3:F4",NA,NA,NA,NA,NA,NA
"278",NA,NA,"Ames 22054",NA,"W 3722","Ames22054:81FENABXX:7:E6",NA,NA,NA,NA,NA,NA
"279",NA,NA,"Ames 22055",NA,"W 3742","Ames22055:81FENABXX:7:C7",NA,NA,NA,NA,NA,NA
"280",NA,NA,"Ames 22056",NA,"W 5543","Ames22056:81N4HABXX:2:E8",NA,NA,NA,NA,NA,NA
"281",NA,NA,"Ames 22057",NA,"W 5552","Ames22057:81FENABXX:1:E8",NA,NA,NA,NA,NA,NA
"282",NA,NA,"Ames 22058",NA,"W 5579","Ames22058:81FENABXX:3:B8",NA,NA,NA,NA,NA,NA
"283",NA,NA,"Ames 22058",NA,"W 5579","Ames22058:D0D0BACXX:3:D6",NA,NA,NA,NA,NA,NA
"284",NA,NA,"Ames 22059",NA,"W 6366","Ames22059:81FE8ABXX:6:E2",NA,NA,NA,NA,NA,NA
"285",NA,NA,"Ames 22059",NA,"W 6366","Ames22059:D0D0BACXX:3:H7",NA,NA,NA,NA,NA,NA
"286",NA,NA,"Ames 22060",NA,"W 6462","Ames22060:81FENABXX:7:A6",NA,NA,NA,NA,NA,NA
"287",NA,NA,"Ames 22060",NA,"W 6462","Ames22060:D0D0BACXX:3:D7",NA,NA,NA,NA,NA,NA
"288",NA,NA,"Ames 22061",NA,"W 6714","Ames22061:81FENABXX:3:H7",NA,NA,NA,NA,NA,NA
"289",NA,NA,"Ames 22062",NA,"W 6720-1","Ames22062:81FE8ABXX:6:D11",NA,NA,NA,NA,NA,NA
"290",NA,NA,"Ames 22062",NA,"W 6720-1","Ames22062:D0D0BACXX:3:B6",NA,NA,NA,NA,NA,NA
"291",NA,NA,"Ames 22063",NA,"W 6720-2","Ames22063:81N4HABXX:2:G12",NA,NA,NA,NA,NA,NA
"292",NA,NA,"Ames 22063",NA,"W 6720-2","Ames22063:D0D0BACXX:3:G7",NA,NA,NA,NA,NA,NA
"293",NA,NA,"Ames 22064",NA,"W 6728","Ames22064:81FE8ABXX:5:G10",NA,NA,NA,NA,NA,NA
"294",NA,NA,"Ames 22064",NA,"W 6728","Ames22064:D0D0BACXX:3:B4",NA,NA,NA,NA,NA,NA
"295",NA,NA,"Ames 22065",NA,"W 6757","Ames22065:81FE8ABXX:5:D5",NA,NA,NA,NA,NA,NA
"296",NA,NA,"Ames 22065",NA,"W 6757","Ames22065:D0D0BACXX:3:H6",NA,NA,NA,NA,NA,NA
"297",NA,NA,"Ames 22066",NA,"W 6786","Ames22066:81FENABXX:3:H3",NA,NA,NA,NA,NA,NA
"298",NA,NA,"Ames 22067",NA,"W 7151","Ames22067:81FE8ABXX:5:D10",NA,NA,NA,NA,NA,NA
"299",NA,NA,"Ames 22067",NA,"W 7151","Ames22067:D0D0BACXX:3:E3",NA,NA,NA,NA,NA,NA
"300",NA,NA,"Ames 22439",NA,"A73","Ames22439:81FE8ABXX:1:B8",NA,NA,NA,NA,NA,NA
"301",NA,NA,"Ames 22439",NA,"A73","Ames22439:D0D0BACXX:3:H4",NA,NA,NA,NA,NA,NA
"302",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:81FE7ABXX:1:B11",NA,NA,NA,NA,NA,NA
"303",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:81FE7ABXX:2:E11",NA,NA,NA,NA,NA,NA
"304",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:81FENABXX:4:A5",NA,NA,NA,NA,NA,NA
"305",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:D0D0BACXX:4:D5",NA,NA,NA,NA,NA,NA
"306",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:D0D0BACXX:4:F5",NA,NA,NA,NA,NA,NA
"307",NA,NA,"Ames 22440",NA,"CI90C","Ames22440:D0D0BACXX:4:G5",NA,NA,NA,NA,NA,NA
"308",NA,NA,"Ames 22441",NA,"CH157","Ames22441:81FE8ABXX:4:A1",NA,NA,NA,NA,NA,NA
"309",NA,NA,"Ames 22442",NA,"Ms100","Ames22442:81FE8ABXX:6:B7",NA,NA,NA,NA,NA,NA
"310",NA,NA,"Ames 22443",NA,"A188","Ames22443:81FE8ABXX:5:C3",NA,NA,NA,NA,NA,NA
"311",NA,NA,"Ames 22443",NA,"A188","Ames22443:81FE8ABXX:6:H11",NA,NA,NA,NA,NA,NA
"312",NA,NA,"Ames 22443",NA,"A188","Ames22443:81FENABXX:6:A1",NA,NA,NA,NA,NA,NA
"313",NA,NA,"Ames 22443",NA,"A188","Ames22443:D0D0BACXX:3:A8",NA,NA,NA,NA,NA,NA
"314",NA,NA,"Ames 22443",NA,"A188","Ames22443:D0D0BACXX:3:C6",NA,NA,NA,NA,NA,NA
"315",NA,NA,"Ames 22443",NA,"A188","Ames22443:D0D0BACXX:3:F6",NA,NA,NA,NA,NA,NA
"316",NA,NA,"Ames 22747",NA,"CM48","Ames22747:81FE8ABXX:4:B6",NA,NA,NA,NA,NA,NA
"317",NA,NA,"Ames 22748",NA,"H100","Ames22748:81FE7ABXX:3:F10",NA,NA,NA,NA,NA,NA
"318",NA,NA,"Ames 22748",NA,"H100","Ames22748:81FE7ABXX:6:E2",NA,NA,NA,NA,NA,NA
"319",NA,NA,"Ames 22748",NA,"H100","Ames22748:81N4HABXX:7:B7",NA,NA,NA,NA,NA,NA
"320",NA,NA,"Ames 22749",NA,"H104W","Ames22749:81N4HABXX:7:C7",NA,NA,NA,NA,NA,NA
"321",NA,NA,"Ames 22750",NA,"H112","Ames22750:81N4HABXX:6:D12",NA,NA,NA,NA,NA,NA
"322",NA,NA,"Ames 22750",NA,"H112","Ames22750:C07W2ACXX:1:C4",NA,NA,NA,NA,NA,NA
"323",NA,NA,"Ames 22750",NA,"H112","Ames22750:C07W2ACXX:2:C4",NA,NA,NA,NA,NA,NA
"324",NA,NA,"Ames 22750",NA,"H112","Ames22750:D0D0BACXX:1:C4",NA,NA,NA,NA,NA,NA
"325",NA,NA,"Ames 22750",NA,"H112","Ames22750:D0D7RACXX:1:C4",NA,NA,NA,NA,NA,NA
"326",NA,NA,"Ames 22750",NA,"H112","Ames22750:D0D7RACXX:2:C4",NA,NA,NA,NA,NA,NA
"327",NA,NA,"Ames 22751",NA,"H114","Ames22751:81N4HABXX:7:H6",NA,NA,NA,NA,NA,NA
"328",NA,NA,"Ames 22752",NA,"H119","Ames22752:81FENABXX:1:G4",NA,NA,NA,NA,NA,NA
"329",NA,NA,"Ames 22753",NA,"H123","Ames22753:81FE7ABXX:5:A7",NA,NA,NA,NA,NA,NA
"330",NA,NA,"Ames 22754",NA,"K55","Ames22754:81FE7ABXX:5:G3",NA,NA,NA,NA,NA,NA
"331",NA,NA,"Ames 22755",NA,"N197","Ames22755:81FENABXX:7:G5",NA,NA,NA,NA,NA,NA
"332",NA,NA,"Ames 22756",NA,"Os426","Ames22756:81FE8ABXX:1:E6",NA,NA,NA,NA,NA,NA
"333",NA,NA,"Ames 22757",NA,"Pa405","Ames22757:81N4HABXX:6:F5",NA,NA,NA,NA,NA,NA
"334",NA,NA,"Ames 22758",NA,"T61w.c.","Ames22758:D0D0BACXX:4:F3",NA,NA,NA,NA,NA,NA
"335",NA,NA,"Ames 22759",NA,"Tx29A","Ames22759:D0D0BACXX:4:D2",NA,NA,NA,NA,NA,NA
"336",NA,NA,"Ames 22760",NA,"Tx71","Ames22760:81FE8ABXX:3:G3",NA,NA,NA,NA,NA,NA
"337",NA,NA,"Ames 22761",NA,"Tx81","Ames22761:81N4HABXX:5:G8",NA,NA,NA,NA,NA,NA
"338",NA,NA,"Ames 22762",NA,"Tx118","Ames22762:81FE7ABXX:7:G5",NA,NA,NA,NA,NA,NA
"339",NA,NA,"Ames 22763",NA,"Tx601","Ames22763:81FE8ABXX:2:B4",NA,NA,NA,NA,NA,NA
"340",NA,NA,"Ames 22765",NA,"Tx738","Ames22765:D0D0BACXX:4:B7",NA,NA,NA,NA,NA,NA
"341",NA,NA,"Ames 22766",NA,"Tx817w","Ames22766:81FE8ABXX:2:G9",NA,NA,NA,NA,NA,NA
"342",NA,NA,"Ames 22767",NA,"W59E","Ames22767:81FE8ABXX:1:A5",NA,NA,NA,NA,NA,NA
"343",NA,NA,"Ames 22792",NA,"ABPl 2","Ames22792:81FENABXX:3:F2",NA,NA,NA,NA,NA,NA
"344",NA,NA,"Ames 22793",NA,"ABPl 4","Ames22793:81FENABXX:3:G8",NA,NA,NA,NA,NA,NA
"345",NA,NA,"Ames 22794",NA,"ABPl 5","Ames22794:81FENABXX:2:G10",NA,NA,NA,NA,NA,NA
"346",NA,NA,"Ames 2325",NA,"Luo 3","Ames2325:81FENABXX:7:G2",NA,NA,NA,NA,NA,NA
"347",NA,NA,"Ames 2326",NA,"Taun 23","Ames2326:81N4HABXX:7:E11",NA,NA,NA,NA,NA,NA
"348",NA,NA,"Ames 2327",NA,"Lai 1029","Ames2327:81FE7ABXX:3:E7",NA,NA,NA,NA,NA,NA
"349",NA,NA,"Ames 2328",NA,"North 7","Ames2328:81FE7ABXX:5:D11",NA,NA,NA,NA,NA,NA
"350",NA,NA,"Ames 2329",NA,"SW 322","Ames2329:81FE7ABXX:6:E1",NA,NA,NA,NA,NA,NA
"351",NA,NA,"Ames 2330",NA,"East 028","Ames2330:81N4HABXX:6:F10",NA,NA,NA,NA,NA,NA
"352",NA,NA,"Ames 2331",NA,"Yellow 3-4","Ames2331:81FE8ABXX:7:F12",NA,NA,NA,NA,NA,NA
"353",NA,NA,"Ames 2332",NA,"Bei 10 = North 10","Ames2332:81FE7ABXX:4:A6",NA,NA,NA,NA,NA,NA
"354",NA,NA,"Ames 2333",NA,"Yong 28","Ames2333:81FE8ABXX:1:A3",NA,NA,NA,NA,NA,NA
"355",NA,NA,"Ames 2334",NA,"Yong 28 (br2)","Ames2334:81N4HABXX:6:C5",NA,NA,NA,NA,NA,NA
"356",NA,NA,"Ames 2335",NA,"Ye 4","Ames2335:81FE8ABXX:1:E4",NA,NA,NA,NA,NA,NA
"357",NA,NA,"Ames 2336",NA,"52220","Ames2336:81FE7ABXX:5:B5",NA,NA,NA,NA,NA,NA
"358",NA,NA,"Ames 2337",NA,"Huanyao","Ames2337:81FE7ABXX:5:F4",NA,NA,NA,NA,NA,NA
"359",NA,NA,"Ames 2338",NA,"(Twan x Tzuh)-S6","Ames2338:81N4HABXX:7:B8",NA,NA,NA,NA,NA,NA
"360",NA,NA,"Ames 23389",NA,"A15","Ames23389:81FE8ABXX:1:B10",NA,NA,NA,NA,NA,NA
"361",NA,NA,"Ames 2339",NA,"Huobai","Ames2339:81FENABXX:1:A4",NA,NA,NA,NA,NA,NA
"362",NA,NA,"Ames 23391",NA,"A34","Ames23391:81FENABXX:2:G9",NA,NA,NA,NA,NA,NA
"363",NA,NA,"Ames 23392",NA,"A90","Ames23392:81FE8ABXX:5:B9",NA,NA,NA,NA,NA,NA
"364",NA,NA,"Ames 23393",NA,"A96","Ames23393:81FENABXX:3:B9",NA,NA,NA,NA,NA,NA
"365",NA,NA,"Ames 23394",NA,"A116","Ames23394:81FENABXX:3:H1",NA,NA,NA,NA,NA,NA
"366",NA,NA,"Ames 23395",NA,"A152","Ames23395:81FENABXX:4:C10",NA,NA,NA,NA,NA,NA
"367",NA,NA,"Ames 23396",NA,"A155","Ames23396:81FE8ABXX:5:B4",NA,NA,NA,NA,NA,NA
"368",NA,NA,"Ames 23397",NA,"A158","Ames23397:81FENABXX:3:D6",NA,NA,NA,NA,NA,NA
"369",NA,NA,"Ames 23398",NA,"A166","Ames23398:81FENABXX:2:E9",NA,NA,NA,NA,NA,NA
"370",NA,NA,"Ames 23399",NA,"A201","Ames23399:81N4HABXX:3:C6",NA,NA,NA,NA,NA,NA
"371",NA,NA,"Ames 2340",NA,"WFg 3-9","Ames2340:81FENABXX:2:A3",NA,NA,NA,NA,NA,NA
"372",NA,NA,"Ames 23400",NA,"A203","Ames23400:81FENABXX:7:D5",NA,NA,NA,NA,NA,NA
"373",NA,NA,"Ames 23401",NA,"A204","Ames23401:81FE8ABXX:5:G7",NA,NA,NA,NA,NA,NA
"374",NA,NA,"Ames 23402",NA,"A208","Ames23402:81FENABXX:4:E12",NA,NA,NA,NA,NA,NA
"375",NA,NA,"Ames 23403",NA,"A218","Ames23403:81FE8ABXX:5:A10",NA,NA,NA,NA,NA,NA
"376",NA,NA,"Ames 23404",NA,"A223","Ames23404:81N4HABXX:7:F7",NA,NA,NA,NA,NA,NA
"377",NA,NA,"Ames 23405",NA,"A239","Ames23405:81FE8ABXX:6:D1",NA,NA,NA,NA,NA,NA
"378",NA,NA,"Ames 23406",NA,"A251","Ames23406:81FE8ABXX:5:D7",NA,NA,NA,NA,NA,NA
"379",NA,NA,"Ames 23407",NA,"A257","Ames23407:81FE8ABXX:5:H9",NA,NA,NA,NA,NA,NA
"380",NA,NA,"Ames 23408",NA,"A260","Ames23408:81FENABXX:3:D9",NA,NA,NA,NA,NA,NA
"381",NA,NA,"Ames 23409",NA,"A264","Ames23409:81FENABXX:3:A7",NA,NA,NA,NA,NA,NA
"382",NA,NA,"Ames 2341",NA,"S330","Ames2341:81FE7ABXX:4:E4",NA,NA,NA,NA,NA,NA
"383",NA,NA,"Ames 23410",NA,"A265","Ames23410:81FENABXX:3:H2",NA,NA,NA,NA,NA,NA
"384",NA,NA,"Ames 23413",NA,"A286","Ames23413:81FENABXX:7:E5",NA,NA,NA,NA,NA,NA
"385",NA,NA,"Ames 23414",NA,"A288","Ames23414:81FE8ABXX:6:E3",NA,NA,NA,NA,NA,NA
"386",NA,NA,"Ames 23415",NA,"A295","Ames23415:81FENABXX:2:F11",NA,NA,NA,NA,NA,NA
"387",NA,NA,"Ames 23417",NA,"A305","Ames23417:81FE8ABXX:5:A7",NA,NA,NA,NA,NA,NA
"388",NA,NA,"Ames 23418",NA,"A308","Ames23418:81FE8ABXX:6:A1",NA,NA,NA,NA,NA,NA
"389",NA,NA,"Ames 23419",NA,"A310","Ames23419:81FENABXX:3:C6",NA,NA,NA,NA,NA,NA
"390",NA,NA,"Ames 23420",NA,"A312","Ames23420:81FE8ABXX:6:D9",NA,NA,NA,NA,NA,NA
"391",NA,NA,"Ames 23421",NA,"A321","Ames23421:81FE8ABXX:5:G5",NA,NA,NA,NA,NA,NA
"392",NA,NA,"Ames 23422",NA,"A322","Ames23422:81FE8ABXX:5:D3",NA,NA,NA,NA,NA,NA
"393",NA,NA,"Ames 23423",NA,"A334","Ames23423:81FE8ABXX:5:F1",NA,NA,NA,NA,NA,NA
"394",NA,NA,"Ames 23424",NA,"A340","Ames23424:81FE8ABXX:5:H1",NA,NA,NA,NA,NA,NA
"395",NA,NA,"Ames 23425",NA,"A344","Ames23425:81FENABXX:7:B6",NA,NA,NA,NA,NA,NA
"396",NA,NA,"Ames 23426",NA,"A357","Ames23426:81FE8ABXX:5:C4",NA,NA,NA,NA,NA,NA
"397",NA,NA,"Ames 23426",NA,"A357","Ames23426:D0D0BACXX:3:A7",NA,NA,NA,NA,NA,NA
"398",NA,NA,"Ames 23427",NA,"A374","Ames23427:81FENABXX:3:E2",NA,NA,NA,NA,NA,NA
"399",NA,NA,"Ames 23428",NA,"A375","Ames23428:81FENABXX:3:D3",NA,NA,NA,NA,NA,NA
"400",NA,NA,"Ames 23428",NA,"A375","Ames23428:D0D0BACXX:3:E7",NA,NA,NA,NA,NA,NA
"401",NA,NA,"Ames 23429",NA,"A385","Ames23429:81FENABXX:3:E7",NA,NA,NA,NA,NA,NA
"402",NA,NA,"Ames 23430",NA,"A401","Ames23430:81FE8ABXX:6:H7",NA,NA,NA,NA,NA,NA
"403",NA,NA,"Ames 23431",NA,"A407","Ames23431:81FE8ABXX:5:H2",NA,NA,NA,NA,NA,NA
"404",NA,NA,"Ames 23433",NA,"A422","Ames23433:81FE8ABXX:6:D3",NA,NA,NA,NA,NA,NA
"405",NA,NA,"Ames 23434",NA,"A424","Ames23434:81FE8ABXX:4:H11",NA,NA,NA,NA,NA,NA
"406",NA,NA,"Ames 23435",NA,"A427","Ames23435:81FE8ABXX:5:G2",NA,NA,NA,NA,NA,NA
"407",NA,NA,"Ames 23436",NA,"A449","Ames23436:81FENABXX:6:B7",NA,NA,NA,NA,NA,NA
"408",NA,NA,"Ames 23437",NA,"A450","Ames23437:81FENABXX:3:A5",NA,NA,NA,NA,NA,NA
"409",NA,NA,"Ames 23438",NA,"A451","Ames23438:81FE8ABXX:5:C6",NA,NA,NA,NA,NA,NA
"410",NA,NA,"Ames 23439",NA,"A480","Ames23439:81FENABXX:7:D6",NA,NA,NA,NA,NA,NA
"411",NA,NA,"Ames 23440",NA,"A495","Ames23440:81N4HABXX:4:A1",NA,NA,NA,NA,NA,NA
"412",NA,NA,"Ames 23441",NA,"A497","Ames23441:81FE8ABXX:6:A2",NA,NA,NA,NA,NA,NA
"413",NA,NA,"Ames 23442",NA,"A498","Ames23442:81FENABXX:2:A11",NA,NA,NA,NA,NA,NA
"414",NA,NA,"Ames 23443",NA,"A499","Ames23443:81N4HABXX:4:F8",NA,NA,NA,NA,NA,NA
"415",NA,NA,"Ames 23444",NA,"A500","Ames23444:81FE8ABXX:4:G12",NA,NA,NA,NA,NA,NA
"416",NA,NA,"Ames 23445",NA,"A502","Ames23445:81FE8ABXX:4:H12",NA,NA,NA,NA,NA,NA
"417",NA,NA,"Ames 23446",NA,"A508","Ames23446:81FE8ABXX:5:E10",NA,NA,NA,NA,NA,NA
"418",NA,NA,"Ames 23447",NA,"A509","Ames23447:81FE8ABXX:6:F9",NA,NA,NA,NA,NA,NA
"419",NA,NA,"Ames 23448",NA,"A547","Ames23448:81FE8ABXX:5:C8",NA,NA,NA,NA,NA,NA
"420",NA,NA,"Ames 23449",NA,"A548","Ames23449:81FE8ABXX:6:D2",NA,NA,NA,NA,NA,NA
"421",NA,NA,"Ames 23450",NA,"A556","Ames23450:81FE8ABXX:6:B10",NA,NA,NA,NA,NA,NA
"422",NA,NA,"Ames 23450",NA,"A556","Ames23450:81N4HABXX:5:G5",NA,NA,NA,NA,NA,NA
"423",NA,NA,"Ames 23451",NA,"A572","Ames23451:81FENABXX:3:C7",NA,NA,NA,NA,NA,NA
"424",NA,NA,"Ames 23452",NA,"A575","Ames23452:81FENABXX:7:C5",NA,NA,NA,NA,NA,NA
"425",NA,NA,"Ames 23455",NA,"A588","Ames23455:81FE8ABXX:5:A12",NA,NA,NA,NA,NA,NA
"426",NA,NA,"Ames 23456",NA,"A617","Ames23456:81N4HABXX:5:D2",NA,NA,NA,NA,NA,NA
"427",NA,NA,"Ames 23457",NA,"A618","Ames23457:81FE8ABXX:6:B4",NA,NA,NA,NA,NA,NA
"428",NA,NA,"Ames 23458",NA,"A619HT","Ames23458:81N4HABXX:2:D11",NA,NA,NA,NA,NA,NA
"429",NA,NA,"Ames 23459",NA,"A622","Ames23459:81N4HABXX:7:B6",NA,NA,NA,NA,NA,NA
"430",NA,NA,"Ames 23460",NA,"A624","Ames23460:81FENABXX:2:F5",NA,NA,NA,NA,NA,NA
"431",NA,NA,"Ames 23461",NA,"A625","Ames23461:81FE8ABXX:6:H5",NA,NA,NA,NA,NA,NA
"432",NA,NA,"Ames 23463",NA,"A627","Ames23463:81FE8ABXX:5:E9",NA,NA,NA,NA,NA,NA
"433",NA,NA,"Ames 23464",NA,"A628","Ames23464:81FE8ABXX:6:C11",NA,NA,NA,NA,NA,NA
"434",NA,NA,"Ames 23465",NA,"A629","Ames23465:81N4HABXX:2:F6",NA,NA,NA,NA,NA,NA
"435",NA,NA,"Ames 23466",NA,"A630","Ames23466:81FE8ABXX:6:E4",NA,NA,NA,NA,NA,NA
"436",NA,NA,"Ames 23467",NA,"A631","Ames23467:81FE8ABXX:6:G3",NA,NA,NA,NA,NA,NA
"437",NA,NA,"Ames 23468",NA,"A632HT","Ames23468:81FE8ABXX:6:A6",NA,NA,NA,NA,NA,NA
"438",NA,NA,"Ames 23469",NA,"A632HTN","Ames23469:81FE8ABXX:1:B1",NA,NA,NA,NA,NA,NA
"439",NA,NA,"Ames 23470",NA,"A632RpRp","Ames23470:81N4HABXX:6:G7",NA,NA,NA,NA,NA,NA
"440",NA,NA,"Ames 23471",NA,"A633","Ames23471:81FE8ABXX:5:H10",NA,NA,NA,NA,NA,NA
"441",NA,NA,"Ames 23473",NA,"A635RpRp","Ames23473:81FENABXX:2:G1",NA,NA,NA,NA,NA,NA
"442",NA,NA,"Ames 23474",NA,"A636","Ames23474:81FE8ABXX:5:D4",NA,NA,NA,NA,NA,NA
"443",NA,NA,"Ames 23475",NA,"A637","Ames23475:81FE8ABXX:4:F12",NA,NA,NA,NA,NA,NA
"444",NA,NA,"Ames 23476",NA,"A638","Ames23476:81FE8ABXX:5:A2",NA,NA,NA,NA,NA,NA
"445",NA,NA,"Ames 23477",NA,"A640","Ames23477:81FENABXX:4:D12",NA,NA,NA,NA,NA,NA
"446",NA,NA,"Ames 23478",NA,"A643","Ames23478:81FE8ABXX:6:H2",NA,NA,NA,NA,NA,NA
"447",NA,NA,"Ames 23479",NA,"A644","Ames23479:81FE8ABXX:5:B5",NA,NA,NA,NA,NA,NA
"448",NA,NA,"Ames 23480",NA,"A645","Ames23480:81FE8ABXX:5:G1",NA,NA,NA,NA,NA,NA
