GBS name (Sample:Flowcell:Lane:Well),Additional file 1.xlsx (Romay et al. 2013),Inbred name,Source,Accession,Seed lot,Notes
Ames22055:81FENABXX:7:C7,W3742,W 3742,NCRPIS,Ames 22055,95ncai01 SD,
Ames22056:81N4HABXX:2:E8,W5543,W 5543,NCRPIS,Ames 22056,95ncai01 SD,
Ames22057:81FENABXX:1:E8,W5552,W 5552,NCRPIS,Ames 22057,95ncai01 SD,
Ames22058:81FENABXX:3:B8,W5579,W 5579,NCRPIS,Ames 22058,95ncai01 SD,
Ames22058:D0D0BACXX:3:D6,W5579,W 5579,NCRPIS,Ames 22058,10424,
Ames22059:81FE8ABXX:6:E2,W6366,W 6366,NCRPIS,Ames 22059,95ncai01 SD,
Ames22059:D0D0BACXX:3:H7,W6366,W 6366,NCRPIS,Ames 22059,10474,
Ames22060:81FENABXX:7:A6,W6462,W 6462,NCRPIS,Ames 22060,95ncai01 SD,
Ames22060:D0D0BACXX:3:D7,W6462,W 6462,NCRPIS,Ames 22060,10509,
Ames22061:81FENABXX:3:H7,W6714,W 6714,NCRPIS,Ames 22061,97ncai01 SD,
Ames22062:81FE8ABXX:6:D11,W6720-1,W 6720-1,NCRPIS,Ames 22062,95ncai01 SD,
Ames22062:D0D0BACXX:3:B6,W6720-1,W 6720-1,NCRPIS,Ames 22062,10408,
Ames22063:81N4HABXX:2:G12,W6720-2,W 6720-2,NCRPIS,Ames 22063,95ncai01 SD,
Ames22063:D0D0BACXX:3:G7,W6720-2,W 6720-2,NCRPIS,Ames 22063,10476,
Ames22064:81FE8ABXX:5:G10,W6728,W 6728,NCRPIS,Ames 22064,95ncai01 SD,
Ames22064:D0D0BACXX:3:B4,W6728,W 6728,NCRPIS,Ames 22064,10223,
Ames22065:81FE8ABXX:5:D5,W6757,W 6757,NCRPIS,Ames 22065,95ncai01 SD,
Ames22065:D0D0BACXX:3:H6,W6757,W 6757,NCRPIS,Ames 22065,10535,
Ames22066:81FENABXX:3:H3,W6786,W 6786,NCRPIS,Ames 22066,95ncai01 SD,
Ames22067:81FE8ABXX:5:D10,W7151,W 7151,NCRPIS,Ames 22067,94ncei01 SD,
Ames22067:D0D0BACXX:3:E3,W7151,W 7151,NCRPIS,Ames 22067,10098,
Ames22439:81FE8ABXX:1:B8,A73,A73,NCRPIS,Ames 22439,98ncai01 SD,
Ames22439:D0D0BACXX:3:H4,A73,A73,NCRPIS,Ames 22439,10251,
Ames22440:81FE7ABXX:1:B11,not included,CI90C,NCRPIS,Ames 22440,04ncai02 SD,
Ames22440:81FE7ABXX:2:E11,not included,CI90C,NCRPIS,Ames 22440,98ncai01 SD,
Ames22440:81FENABXX:4:A5,CI90C,CI90C,NCRPIS,Ames 22440,04ncai01 SD,
Ames22440:D0D0BACXX:4:D5,not included,CI90C,NCRPIS,Ames 22440,12642,
Ames22440:D0D0BACXX:4:F5,CI90C,CI90C,NCRPIS,Ames 22440,12634,
Ames22440:D0D0BACXX:4:G5,not included,CI90C,NCRPIS,Ames 22440,12630,
Ames22441:81FE8ABXX:4:A1,CH157,CH157,NCRPIS,Ames 22441,96ncai01 SD,
Ames22442:81FE8ABXX:6:B7,Ms100,Ms100,NCRPIS,Ames 22442,03ncai01 SD,
Ames22443:81FE8ABXX:5:C3,A188,A188,NCRPIS,Ames 22443,96ncai02 SD,
Ames22443:81FE8ABXX:6:H11,A188,A188,NCRPIS,Ames 22443,06ncai01 SD,
Ames22443:81FENABXX:6:A1,A188,A188,NCRPIS,Ames 22443,96ncai01 SD,
Ames22443:D0D0BACXX:3:A8,A188,A188,NCRPIS,Ames 22443,10472,
Ames22443:D0D0BACXX:3:C6,A188,A188,NCRPIS,Ames 22443,10423,
Ames22443:D0D0BACXX:3:F6,A188,A188,NCRPIS,Ames 22443,10435,
Ames22747:81FE8ABXX:4:B6,CM48,CM48,NCRPIS,Ames 22747,00ncab01 SD,
Ames22748:81FE7ABXX:3:F10,H100,H100,NCRPIS,Ames 22748,01ncai01 SD,
Ames22748:81FE7ABXX:6:E2,H100,H100,NCRPIS,Ames 22748,07ncai01 SD,
Ames22748:81N4HABXX:7:B7,H100,H100,NCRPIS,Ames 22748,04ncai01 SD,
Ames22749:81N4HABXX:7:C7,H104W,H104W,NCRPIS,Ames 22749,02ncai02 SD,
Ames22750:81N4HABXX:6:D12,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22750:C07W2ACXX:1:C4,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22750:C07W2ACXX:2:C4,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22750:D0D0BACXX:1:C4,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22750:D0D7RACXX:1:C4,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22750:D0D7RACXX:2:C4,H112,H112,NCRPIS,Ames 22750,01ncab01 SD,
Ames22751:81N4HABXX:7:H6,H114,H114,NCRPIS,Ames 22751,98ncab01 SD,
Ames22752:81FENABXX:1:G4,H119,H119,NCRPIS,Ames 22752,98ncab01 SD,
Ames22753:81FE7ABXX:5:A7,H123,H123,NCRPIS,Ames 22753,98ncab01 SD,
Ames22754:81FE7ABXX:5:G3,K55,K55,NCRPIS,Ames 22754,08ncai01 SD,
Ames22755:81FENABXX:7:G5,N197,N197,NCRPIS,Ames 22755,98ncab01 SD,
Ames22756:81FE8ABXX:1:E6,Os426,Os426,NCRPIS,Ames 22756,98ncab01 SD,
Ames22757:81N4HABXX:6:F5,Pa405,Pa405,NCRPIS,Ames 22757,00ncab01 SD,
Ames22758:D0D0BACXX:4:F3,T61w.c.,T61w.c.,NCRPIS,Ames 22758,12868,
Ames22759:D0D0BACXX:4:D2,Tx29A,Tx29A,NCRPIS,Ames 22759,12778,
Ames22760:81FE8ABXX:3:G3,Tx71,Tx71,NCRPIS,Ames 22760,09ncei01 SD,
Ames22761:81N4HABXX:5:G8,Tx81,Tx81,NCRPIS,Ames 22761,09ncei01 SD,
Ames22762:81FE7ABXX:7:G5,Tx118,Tx118,NCRPIS,Ames 22762,05ncab01 SD,
Ames22763:81FE8ABXX:2:B4,Tx601,Tx601,NCRPIS,Ames 22763,06ncai01 SD,
Ames22765:D0D0BACXX:4:B7,Tx738,Tx738,NCRPIS,Ames 22765,12901,
Ames22766:81FE8ABXX:2:G9,Tx817w,Tx817w,NCRPIS,Ames 22766,05ncab01 SD,
Ames22767:81FE8ABXX:1:A5,W59E,W59E,NCRPIS,Ames 22767,98ncab02 SD,
Ames22792:81FENABXX:3:F2,ABPl2,ABPl 2,NCRPIS,Ames 22792,05ncai01 SD,
Ames22793:81FENABXX:3:G8,ABPl4,ABPl 4,NCRPIS,Ames 22793,96ncai01 SD,
Ames22794:81FENABXX:2:G10,ABPl5,ABPl 5,NCRPIS,Ames 22794,96ncai01 SD,
Ames2325:81FENABXX:7:G2,Luo3,Luo 3,NCRPIS,Ames 2325,82ncai01 SD,
Ames2326:81N4HABXX:7:E11,Taun23,Taun 23,NCRPIS,Ames 2326,82ncai01 SD,
Ames2327:81FE7ABXX:3:E7,Lai1029,Lai 1029,NCRPIS,Ames 2327,82ncai01 SD,
Ames2328:81FE7ABXX:5:D11,North7,North 7,NCRPIS,Ames 2328,03ncai01 SD,
Ames2329:81FE7ABXX:6:E1,SW322,SW 322,NCRPIS,Ames 2329,82ncai01 SD,
Ames2330:81N4HABXX:6:F10,East028,East 028,NCRPIS,Ames 2330,84ncai09 SD,
Ames2331:81FE8ABXX:7:F12,Yellow3-4,Yellow 3-4,NCRPIS,Ames 2331,84ncab01 SD,
Ames2332:81FE7ABXX:4:A6,Bei10=North10,Bei 10 = North 10,NCRPIS,Ames 2332,82ncab01 SD,
Ames2333:81FE8ABXX:1:A3,Yong28,Yong 28,NCRPIS,Ames 2333,04ncai01 SD,
Ames2334:81N4HABXX:6:C5,Yong28br2,Yong 28 (br2),NCRPIS,Ames 2334,82ncai01 SD,
Ames2335:81FE8ABXX:1:E4,Ye4,Ye 4,NCRPIS,Ames 2335,82ncai01 SD,
Ames2336:81FE7ABXX:5:B5,52220,52220,NCRPIS,Ames 2336,82ncai01 SD,
Ames2337:81FE7ABXX:5:F4,Huanyao,Huanyao,NCRPIS,Ames 2337,03ncai01 SD,
Ames2338:81N4HABXX:7:B8,TwanxTzuh-S6,(Twan x Tzuh)-S6,NCRPIS,Ames 2338,09ncai01 SD,
Ames23389:81FE8ABXX:1:B10,A15,A15,NCRPIS,Ames 23389,98ncai01 SD,
Ames2339:81FENABXX:1:A4,Huobai,Huobai,NCRPIS,Ames 2339,03ncai01 SD,
Ames23391:81FENABXX:2:G9,A34,A34,NCRPIS,Ames 23391,07ncai01 SD,
Ames23392:81FE8ABXX:5:B9,A90,A90,NCRPIS,Ames 23392,98ncai01 SD,
Ames23393:81FENABXX:3:B9,A96,A96,NCRPIS,Ames 23393,98ncai01 SD,
Ames23394:81FENABXX:3:H1,A116,A116,NCRPIS,Ames 23394,98ncai01 SD,
Ames23395:81FENABXX:4:C10,A152,A152,NCRPIS,Ames 23395,02ncai01 SD,
Ames23396:81FE8ABXX:5:B4,A155,A155,NCRPIS,Ames 23396,02ncai01 SD,
Ames23397:81FENABXX:3:D6,A158,A158,NCRPIS,Ames 23397,98ncai01 SD,
Ames23398:81FENABXX:2:E9,A166,A166,NCRPIS,Ames 23398,98ncai01 SD,
Ames23399:81N4HABXX:3:C6,A201,A201,NCRPIS,Ames 23399,98ncai01 SD,
Ames2340:81FENABXX:2:A3,WFg3-9,WFg 3-9,NCRPIS,Ames 2340,82ncai01 SD,
Ames23400:81FENABXX:7:D5,A203,A203,NCRPIS,Ames 23400,98ncai01 SD,
Ames23401:81FE8ABXX:5:G7,A204,A204,NCRPIS,Ames 23401,98ncai01 SD,
Ames23402:81FENABXX:4:E12,A208,A208,NCRPIS,Ames 23402,98ncai01 SD,
Ames23403:81FE8ABXX:5:A10,A218,A218,NCRPIS,Ames 23403,98ncai01 SD,
Ames23404:81N4HABXX:7:F7,A223,A223,NCRPIS,Ames 23404,98ncai01 SD,
Ames23405:81FE8ABXX:6:D1,A239,A239,NCRPIS,Ames 23405,98ncai01 SD,
Ames23406:81FE8ABXX:5:D7,A251,A251,NCRPIS,Ames 23406,98ncai01 SD,
Ames23407:81FE8ABXX:5:H9,A257,A257,NCRPIS,Ames 23407,98ncai01 SD,
Ames23408:81FENABXX:3:D9,A260,A260,NCRPIS,Ames 23408,98ncai01 SD,
Ames23409:81FENABXX:3:A7,A264,A264,NCRPIS,Ames 23409,98ncai01 SD,
Ames2341:81FE7ABXX:4:E4,S330,S330,NCRPIS,Ames 2341,82ncai01 SD,
Ames23410:81FENABXX:3:H2,A265,A265,NCRPIS,Ames 23410,08ncai01 SD,
Ames23413:81FENABXX:7:E5,A286,A286,NCRPIS,Ames 23413,98ncai01 SD,
Ames23414:81FE8ABXX:6:E3,A288,A288,NCRPIS,Ames 23414,98ncai01 SD,
Ames23415:81FENABXX:2:F11,A295,A295,NCRPIS,Ames 23415,98ncai01 SD,
Ames23417:81FE8ABXX:5:A7,A305,A305,NCRPIS,Ames 23417,98ncai01 SD,
Ames23418:81FE8ABXX:6:A1,A308,A308,NCRPIS,Ames 23418,97ncai01 SD,
Ames23419:81FENABXX:3:C6,A310,A310,NCRPIS,Ames 23419,97ncai01 SD,
Ames23420:81FE8ABXX:6:D9,A312,A312,NCRPIS,Ames 23420,98ncai01 SD,
Ames23421:81FE8ABXX:5:G5,A321,A321,NCRPIS,Ames 23421,98ncai01 SD,
Ames23422:81FE8ABXX:5:D3,A322,A322,NCRPIS,Ames 23422,98ncai01 SD,
Ames23423:81FE8ABXX:5:F1,A334,A334,NCRPIS,Ames 23423,98ncai01 SD,
Ames23424:81FE8ABXX:5:H1,A340,A340,NCRPIS,Ames 23424,98ncai01 SD,
Ames23425:81FENABXX:7:B6,A344,A344,NCRPIS,Ames 23425,98ncai01 SD,
Ames23426:81FE8ABXX:5:C4,A357,A357,NCRPIS,Ames 23426,03ncai01 SD,
Ames23426:D0D0BACXX:3:A7,A357,A357,NCRPIS,Ames 23426,10524,
Ames23427:81FENABXX:3:E2,A374,A374,NCRPIS,Ames 23427,98ncab01 SD,
Ames23428:81FENABXX:3:D3,A375,A375,NCRPIS,Ames 23428,07ncai01 SD,
Ames23428:D0D0BACXX:3:E7,A375,A375,NCRPIS,Ames 23428,10503,
Ames23429:81FENABXX:3:E7,A385,A385,NCRPIS,Ames 23429,98ncai01 SD,
Ames23430:81FE8ABXX:6:H7,A401,A401,NCRPIS,Ames 23430,02ncai01 SD,
Ames23431:81FE8ABXX:5:H2,A407,A407,NCRPIS,Ames 23431,98ncai01 SD,
Ames23433:81FE8ABXX:6:D3,A422,A422,NCRPIS,Ames 23433,05ncai01 SD,
Ames23434:81FE8ABXX:4:H11,A424,A424,NCRPIS,Ames 23434,98ncai01 SD,
Ames23435:81FE8ABXX:5:G2,A427,A427,NCRPIS,Ames 23435,98ncai01 SD,
Ames23436:81FENABXX:6:B7,A449,A449,NCRPIS,Ames 23436,98ncai01 SD,
Ames23437:81FENABXX:3:A5,A450,A450,NCRPIS,Ames 23437,02ncai01 SD,
Ames23438:81FE8ABXX:5:C6,A451,A451,NCRPIS,Ames 23438,03ncai01 SD,
Ames23439:81FENABXX:7:D6,A480,A480,NCRPIS,Ames 23439,02ncai01 SD,
Ames23440:81N4HABXX:4:A1,A495,A495,NCRPIS,Ames 23440,98ncai01 SD,
Ames23441:81FE8ABXX:6:A2,A497,A497,NCRPIS,Ames 23441,98ncai01 SD,
Ames23442:81FENABXX:2:A11,A498,A498,NCRPIS,Ames 23442,98ncai01 SD,
Ames23443:81N4HABXX:4:F8,A499,A499,NCRPIS,Ames 23443,98ncai01 SD,
Ames23444:81FE8ABXX:4:G12,A500,A500,NCRPIS,Ames 23444,98ncai01 SD,
Ames23445:81FE8ABXX:4:H12,A502,A502,NCRPIS,Ames 23445,98ncai01 SD,
Ames23446:81FE8ABXX:5:E10,A508,A508,NCRPIS,Ames 23446,98ncai01 SD,
Ames23447:81FE8ABXX:6:F9,A509,A509,NCRPIS,Ames 23447,98ncai01 SD,
Ames23448:81FE8ABXX:5:C8,A547,A547,NCRPIS,Ames 23448,02ncai01 SD,
Ames23449:81FE8ABXX:6:D2,A548,A548,NCRPIS,Ames 23449,98ncai01 SD,
Ames23450:81FE8ABXX:6:B10,A556,A556,NCRPIS,Ames 23450,06ncai01 SD,
Ames23450:81N4HABXX:5:G5,A556,A556,NCRPIS,Ames 23450,04ncai02 SD,
Ames23451:81FENABXX:3:C7,A572,A572,NCRPIS,Ames 23451,98ncai01 SD,
Ames23452:81FENABXX:7:C5,A575,A575,NCRPIS,Ames 23452,98ncai01 SD,
Ames23455:81FE8ABXX:5:A12,A588,A588,NCRPIS,Ames 23455,01ncai01 SD,
Ames23456:81N4HABXX:5:D2,A617,A617,NCRPIS,Ames 23456,02ncai01 SD,
Ames23457:81FE8ABXX:6:B4,A618,A618,NCRPIS,Ames 23457,07ncai01 SD,
Ames23458:81N4HABXX:2:D11,A619HT,A619HT,NCRPIS,Ames 23458,02ncai01 SD,
Ames23459:81N4HABXX:7:B6,A622,A622,NCRPIS,Ames 23459,07ncai01 SD,
Ames23460:81FENABXX:2:F5,A624,A624,NCRPIS,Ames 23460,97ncai01 SD,
Ames23461:81FE8ABXX:6:H5,A625,A625,NCRPIS,Ames 23461,97ncai01 SD,
Ames23463:81FE8ABXX:5:E9,A627,A627,NCRPIS,Ames 23463,02ncai01 SD,
Ames23464:81FE8ABXX:6:C11,A628,A628,NCRPIS,Ames 23464,01ncai01 SD,
Ames23465:81N4HABXX:2:F6,A629,A629,NCRPIS,Ames 23465,98ncai01 SD,
Ames23466:81FE8ABXX:6:E4,A630,A630,NCRPIS,Ames 23466,98ncai01 SD,
Ames23467:81FE8ABXX:6:G3,A631,A631,NCRPIS,Ames 23467,98ncai01 SD,
Ames23468:81FE8ABXX:6:A6,A632HT,A632HT,NCRPIS,Ames 23468,02ncai01 SD,
Ames23469:81FE8ABXX:1:B1,A632HTN,A632HTN,NCRPIS,Ames 23469,02ncai01 SD,
Ames23470:81N4HABXX:6:G7,A632RpRp,A632RpRp,NCRPIS,Ames 23470,02ncai01 SD,
Ames23471:81FE8ABXX:5:H10,A633,A633,NCRPIS,Ames 23471,02ncai01 SD,
Ames23473:81FENABXX:2:G1,A635RpRp,A635RpRp,NCRPIS,Ames 23473,02ncai01 SD,
Ames23474:81FE8ABXX:5:D4,A636,A636,NCRPIS,Ames 23474,98ncai01 SD,
Ames23475:81FE8ABXX:4:F12,A637,A637,NCRPIS,Ames 23475,08ncai01 SD,
Ames23476:81FE8ABXX:5:A2,A638,A638,NCRPIS,Ames 23476,98ncai01 SD,
Ames23477:81FENABXX:4:D12,A640,A640,NCRPIS,Ames 23477,98ncai01 SD,
Ames23478:81FE8ABXX:6:H2,A643,A643,NCRPIS,Ames 23478,08ncai01 SD,
Ames23479:81FE8ABXX:5:B5,A644,A644,NCRPIS,Ames 23479,07ncai01 SD,
Ames23480:81FE8ABXX:5:G1,A645,A645,NCRPIS,Ames 23480,02ncai01 SD,
Ames23481:81FENABXX:3:A1,A646,A646,NCRPIS,Ames 23481,97ncai01 SD,
Ames23482:81FE8ABXX:6:B12,not included,A649,NCRPIS,Ames 23482,97ncai01 SD,
Ames23482:81FENABXX:7:H1,A649,A649,NCRPIS,Ames 23482,97ncai01 SD,
Ames23482:D0D0BACXX:3:E4,A649,A649,NCRPIS,Ames 23482,10240,
Ames23483:81FE8ABXX:6:C10,A650,A650,NCRPIS,Ames 23483,97ncai01 SD,
Ames23484:81FE8ABXX:6:F5,A651,A651,NCRPIS,Ames 23484,01ncai01 SD,
Ames23485:81FE8ABXX:5:A5,A652,A652,NCRPIS,Ames 23485,07ncai01 SD,
Ames23486:81FENABXX:2:C11,A653,A653,NCRPIS,Ames 23486,02ncai01 SD,
Ames23487:D0D0BACXX:3:F3,A655,A655,NCRPIS,Ames 23487,10188,
Ames23488:81FE8ABXX:6:F6,A656,A656,NCRPIS,Ames 23488,07ncai01 SD,
Ames23490:81FE8ABXX:5:D8,A666,A666,NCRPIS,Ames 23490,07ncai01 SD,
Ames23491:81FE8ABXX:6:D6,A667,A667,NCRPIS,Ames 23491,02ncai01 SD,
Ames23492:81FENABXX:3:G4,A668,A668,NCRPIS,Ames 23492,03ncai01 SD,
Ames23493:81N4HABXX:7:F11,A669,A669,NCRPIS,Ames 23493,02ncai01 SD,
Ames23494:81FENABXX:3:C1,A670,A670,NCRPIS,Ames 23494,02ncai01 SD,
Ames23495:81FENABXX:7:F7,A671,A671,NCRPIS,Ames 23495,02ncai01 SD,
Ames23496:81FENABXX:7:F6,A672,A672,NCRPIS,Ames 23496,02ncai01 SD,
Ames23496:D0D0BACXX:3:D5,A672,A672,NCRPIS,Ames 23496,10317,
Ames23497:81FE8ABXX:5:H3,A673,A673,NCRPIS,Ames 23497,02ncab01 SD,
Ames23498:81FENABXX:3:G3,A674,A674,NCRPIS,Ames 23498,02ncai01 SD,
Ames23499:81FENABXX:3:C9,A675,A675,NCRPIS,Ames 23499,02ncai01 SD,
Ames23500:81FE8ABXX:5:G6,A676,A676,NCRPIS,Ames 23500,97ncai01 SD,
Ames23501:81FE8ABXX:6:C2,A677,A677,NCRPIS,Ames 23501,02ncai01 SD,
Ames23502:81FE8ABXX:6:H8,A678,A678,NCRPIS,Ames 23502,02ncai01 SD,
Ames23503:81FE7ABXX:6:E4,A680,A680,NCRPIS,Ames 23503,06ncai01 SD,
Ames23503:81FENABXX:1:E6,A680,A680,NCRPIS,Ames 23503,97ncai01 SD,
Ames23504:81FENABXX:3:E4,A681,A681,NCRPIS,Ames 23504,97ncai01 SD,
Ames23505:81FE8ABXX:6:H6,A683,A683,NCRPIS,Ames 23505,02ncai01 SD,
Ames23506:81N4HABXX:6:E7,not included,C38,NCRPIS,Ames 23506,97ncai01 SD,
Ames23507:81N4HABXX:7:E12,C42,C42,NCRPIS,Ames 23507,97ncai01 SD,
Ames23508:81FE8ABXX:6:F8,S4,S4,NCRPIS,Ames 23508,97ncai01 SD,
Ames23509:81FE8ABXX:5:E1,S8,S8,NCRPIS,Ames 23509,97ncai01 SD,
Ames23510:81FE8ABXX:5:H8,S43,S43,NCRPIS,Ames 23510,01ncai01 SD,
Ames23922:81FE8ABXX:1:B7,Oh51A,Oh51A,NCRPIS,Ames 23922,99ncab01 SD,
Ames23923:81FE8ABXX:2:B9,Tx61M,Tx61M,NCRPIS,Ames 23923,05ncei01 SD,
Ames23924:81FE8ABXX:2:F12,Tx706,Tx706,NCRPIS,Ames 23924,98ncai01 SD,
Ames24575:81FE7ABXX:1:H4,IDS28,IDS28,NCRPIS,Ames 24575,99ncai01 SD,
Ames24576:81FENABXX:4:H7,IDS69,IDS69,NCRPIS,Ames 24576,99ncai01 SD,
Ames24577:81FENABXX:4:E2,IDS91,IDS91,NCRPIS,Ames 24577,99ncai01 SD,
Ames24585:81FENABXX:6:B5,CG10,CG10,NCRPIS,Ames 24585,05ncai01 SD,
Ames24589:81N4HABXX:7:H12,I159,I159,NCRPIS,Ames 24589,08ncai01 SD,
Ames24590:81FE7ABXX:4:B3,I198,I198,NCRPIS,Ames 24590,99ncai01 SD,
Ames24704:81FENABXX:2:H12,MS1,MS1,NCRPIS,Ames 24704,08ncai01 SD,
Ames24705:81FE8ABXX:5:D1,MS4,MS4,NCRPIS,Ames 24705,07ncai01 SD,
Ames24706:81FE8ABXX:5:F12,MS12,MS12,NCRPIS,Ames 24706,03ncai01 SD,
Ames24707:81FENABXX:2:H9,MS24,MS24,NCRPIS,Ames 24707,03ncai01 SD,
Ames24708:81FE8ABXX:6:E8,MS24A,MS24A,NCRPIS,Ames 24708,07ncai01 SD,
Ames24709:81FE8ABXX:6:C6,MS57,MS57,NCRPIS,Ames 24709,08ncai01 SD,
Ames24710:81FENABXX:2:A12,MS67,MS67,NCRPIS,Ames 24710,03ncai01 SD,
Ames24711:81FE8ABXX:6:A4,MS68,MS68,NCRPIS,Ames 24711,07ncai01 SD,
Ames24712:81N4HABXX:6:B1,MS71,MS71,NCRPIS,Ames 24712,08ncai01 SD,
Ames24712:D0D0BACXX:3:C4,MS71,MS71,NCRPIS,Ames 24712,10230,
Ames24713:81FENABXX:3:B4,MS72,MS72,NCRPIS,Ames 24713,03ncai01 SD,
Ames24714:81FENABXX:2:B10,MS74,MS74,NCRPIS,Ames 24714,08ncai01 SD,
Ames24715:81FENABXX:2:B9,MS75,MS75,NCRPIS,Ames 24715,03ncai01 SD,
Ames24716:81FE8ABXX:5:B1,MS76,MS76,NCRPIS,Ames 24716,03ncai01 SD,
Ames24717:81FE8ABXX:6:D12,MS77,MS77,NCRPIS,Ames 24717,07ncai01 SD,
Ames24718:81FENABXX:2:H11,MS78,MS78,NCRPIS,Ames 24718,07ncai01 SD,
Ames24719:81FE8ABXX:6:G9,MS79,MS79,NCRPIS,Ames 24719,07ncai01 SD,
Ames24720:81FE8ABXX:4:D12,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24720:C07W2ACXX:1:F2,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24720:C07W2ACXX:2:F2,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24720:D0D0BACXX:1:F2,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24720:D0D7RACXX:1:F2,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24720:D0D7RACXX:2:F2,MS80,MS80,NCRPIS,Ames 24720,08ncai01 SD,
Ames24721:81FENABXX:3:G7,MS81,MS81,NCRPIS,Ames 24721,03ncai01 SD,
Ames24722:81FENABXX:3:C3,MS89,MS89,NCRPIS,Ames 24722,03ncai01 SD,
Ames24723:81FE8ABXX:4:B12,MS91,MS91,NCRPIS,Ames 24723,98ncao01 SD,
Ames24724:81FE8ABXX:6:F1,MS92,MS92,NCRPIS,Ames 24724,07ncai01 SD,
Ames24725:81FE8ABXX:6:G7,MS93,MS93,NCRPIS,Ames 24725,03ncai01 SD,
Ames24726:81FENABXX:3:B3,Ms100,MS100,NCRPIS,Ames 24726,03ncai01 SD,
Ames24727:81FE8ABXX:5:C7,MS106,MS106,NCRPIS,Ames 24727,99ncai01 SD,
Ames24728:D0D0BACXX:3:G4,MS107,MS107,NCRPIS,Ames 24728,10245,
Ames24729:81N4HABXX:6:D2,MS116,MS116,NCRPIS,Ames 24729,99ncai01 SD,
Ames24730:81N4HABXX:3:E8,MS132,MS132,NCRPIS,Ames 24730,99ncai01 SD,
Ames24732:81FE8ABXX:5:E6,MS141,MS141,NCRPIS,Ames 24732,99ncai01 SD,
Ames24733:81FE8ABXX:6:F4,MS142,MS142,NCRPIS,Ames 24733,99ncai01 SD,
Ames24734:81FENABXX:2:C12,MS153,MS153,NCRPIS,Ames 24734,99ncai01 SD,
Ames24735:81FE8ABXX:6:G5,MS198,MS198,NCRPIS,Ames 24735,07ncai01 SD,
Ames24736:81FENABXX:3:F3,MS199,MS199,NCRPIS,Ames 24736,08ncai01 SD,
Ames24737:81FE8ABXX:5:F6,MS200,MS200,NCRPIS,Ames 24737,99ncai01 SD,
Ames24738:81FE8ABXX:6:A5,MS201,MS201,NCRPIS,Ames 24738,07ncai01 SD,
Ames24739:81N4HABXX:6:G9,MS203,MS203,NCRPIS,Ames 24739,99ncai01 SD,
Ames24740:81FE8ABXX:5:A1,MS204,MS204,NCRPIS,Ames 24740,99ncai01 SD,
Ames24741:81FE8ABXX:5:D2,MS206,MS206,NCRPIS,Ames 24741,08ncai01 SD,
Ames24742:81FE8ABXX:5:F8,MS211,MS211,NCRPIS,Ames 24742,05ncai01 SD,
Ames24743:81FE8ABXX:6:D4,MS214,MS214,NCRPIS,Ames 24743,08ncai01 SD,
Ames24744:81FENABXX:4:B1,MS215,MS215,NCRPIS,Ames 24744,07ncai01 SD,
Ames24745:81FE8ABXX:5:E12,MS216,MS216,NCRPIS,Ames 24745,99ncai01 SD,
Ames24746:81FENABXX:7:H7,MS221,MS221,NCRPIS,Ames 24746,99ncai01 SD,
Ames24747:81FE8ABXX:6:G4,MS222,MS222,NCRPIS,Ames 24747,99ncai01 SD,
Ames24748:81FE8ABXX:6:B11,MS223,MS223,NCRPIS,Ames 24748,99ncai01 SD,
Ames24749:81FENABXX:3:D4,MS224,MS224,NCRPIS,Ames 24749,99ncai01 SD,
Ames24750:81FENABXX:3:A6,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24750:C07W2ACXX:1:A5,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24750:C07W2ACXX:2:A5,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24750:D0D0BACXX:1:A5,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24750:D0D7RACXX:1:A5,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24750:D0D7RACXX:2:A5,MS225,MS225,NCRPIS,Ames 24750,99ncai01 SD,
Ames24751:81FE8ABXX:5:E5,MS226,MS226,NCRPIS,Ames 24751,99ncai01 SD,
Ames24752:81FE8ABXX:6:A10,MS1334,MS1334,NCRPIS,Ames 24752,04ncai01 SD,
Ames24989:81N4HABXX:7:C1,Va99,Va99,NCRPIS,Ames 24989,04ncai01 SD,
Ames25177:81N4HABXX:5:H6,SeparationfromTzi24,Separation from Tzi 24,NCRPIS,Ames 25177,91ncab01 SD,
Ames25179:81N4HABXX:2:H3,SeparationfromSC84E,Separation from SC84E,NCRPIS,Ames 25179,90ncab02 SD,
Ames25181:D0D0BACXX:4:F11,SeparationfromSC16,Separation from SC16,NCRPIS,Ames 25181,12706,
